id_persona,departamento,zona,contexto_sociocultural,id_centro,aprobado,puntos,actividades_acumuladas_3,actividades_acumuladas_4,actividades_acumuladas_5,actividades_acumuladas_6,actividades_acumuladas_7,preguntas_acumuladas_3,preguntas_acumuladas_4,preguntas_acumuladas_5,preguntas_acumuladas_6,preguntas_acumuladas_7,correctas_acumuladas_3,correctas_acumuladas_4,correctas_acumuladas_5,correctas_acumuladas_6,correctas_acumuladas_7,intenta.prom_3,intenta.prom_4,intenta.prom_5,intenta.prom_6,intenta.prom_7,activ.prom_3,activ.prom_4,activ.prom_5,activ.prom_6,activ.prom_7,pregu.prom_3,pregu.prom_4,pregu.prom_5,pregu.prom_6,pregu.prom_7,pts.min_3,pts.min_4,pts.min_5,pts.min_6,pts.min_7,pts.max_3,pts.max_4,pts.max_5,pts.max_6,pts.max_7,acierto_3,acierto_4,acierto_5,acierto_6,acierto_7,dias_acumulados_3,dias_acumulados_4,dias_acumulados_5,dias_acumulados_6,dias_acumulados_7,intentos_acumulados_3,intentos_acumulados_4,intentos_acumulados_5,intentos_acumulados_6,intentos_acumulados_7,actividades_asignadas_acumuladas_3,actividades_asignadas_acumuladas_4,actividades_asignadas_acumuladas_5,actividades_asignadas_acumuladas_6,actividades_asignadas_acumuladas_7,porc_actividades_hechas_3,porc_actividades_hechas_4,porc_actividades_hechas_5,porc_actividades_hechas_6,porc_actividades_hechas_7,mensajes_enviados_acumulados_3,mensajes_enviados_acumulados_4,mensajes_enviados_acumulados_5,mensajes_enviados_acumulados_6,mensajes_enviados_acumulados_7,mensajes_recibidos_acumulados_3,mensajes_recibidos_acumulados_4,mensajes_recibidos_acumulados_5,mensajes_recibidos_acumulados_6,mensajes_recibidos_acumulados_7,mensajes_hilos_acumulados_3,mensajes_hilos_acumulados_4,mensajes_hilos_acumulados_5,mensajes_hilos_acumulados_6,mensajes_hilos_acumulados_7,class_lb_3,class_lb_4,class_lb_5,class_lb_6,class_lb_7
725753,FLORES,Urbana,Quintil 5,1786,1,725.39,0,1,6,10,14,0,10,46,74,91,0,10,45,67,76,0,1,1,1,1,0,1,5,2,4,0,10,7.2,7,4.25,0,1,0.99,0.815,0.725,0,1,0.99,0.815,0.725,0,1,0.99,0.8125,0.725,0,1,2,4,5,0,1,6,10,14,9,33,75,95,109,0,0.0303030303030303,0.08,0.105263157894737,0.128440366972477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2881,2881,2881,2881,2881
853312,PAYSANDU,Urbana,Quintil 2,2180,0,463.49,0,5,7,8,11,0,50,63,71,105,0,18,26,30,51,0,1.4,1.5,1,2.66666666666667,0,2.5,2,1,1.5,0,10,6.5,8,11.3333333333333,0,0.572,0.665,0.5,0.745,0,0.666,0.915,0.5,0.775,0,0.614444444444444,0.791666666666665,0.5,0.759375,0,2,3,4,6,0,7,10,11,19,0,33,75,87,87,0,0.151515151515152,0.0933333333333333,0.0919540229885057,0.126436781609195,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,2019,2019,2019,2019,2019
881149,CANELONES,Urbana,Quintil 5,1216,0,503.18,0,0,0,0,2,0,0,0,0,18,0,0,0,0,7,0,0,0,0,1,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0.39,0,0,0,0,0.39,0,0,0,0,0.3875,0,0,0,0,1,0,0,0,0,2,9,33,75,99,109,0,0,0,0,0.018348623853211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2319,2319,2319,2319,2319
853347,ROCHA,Urbana,Quintil 4,2466,0,495.08,3,12,12,12,12,61,133,133,133,133,49,108,108,108,108,2.33333333333333,1.77777777777778,0,0,0,3,9,0,0,0,20.3333333333333,8,0,0,0,0.7,0.877777777777778,0,0,0,1,0.977777777777778,0,0,0,0.85,0.922222222222222,0,0,0,1,2,2,2,2,7,23,23,23,23,9,33,75,99,109,0.333333333333333,0.363636363636364,0.16,0.121212121212121,0.110091743119266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1734,1734,1734,1734,1734
853348,CANELONES,Urbana,Quintil 2,1252,0,453.11,0,0,0,1,1,0,0,0,10,10,0,0,0,6,6,0,0,0,1,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0.6,0,0,0,0,0.6,0,0,0,0,0.6,0,0,0,0,1,1,0,0,0,1,1,9,33,75,96,106,0,0,0,0.0104166666666667,0.00943396226415094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2860,2860,2860,2860,2860
1234827,SAN JOSE,Rural,Quintil 4,2682,1,529.66,0,3,12,17,20,0,25,109,145,158,0,18,81,114,118,0,1,1.22222222222222,1,1.33333333333333,0,3,4.5,1.66666666666667,1.5,0,8.33333333333333,9.33333333333333,7.2,4.33333333333333,0,0.676666666666667,0.778888888888889,0.76,0.1,0,0.676666666666667,0.816666666666667,0.76,0.433333333333333,0,0.675,0.797619047619047,0.76,0.266666666666667,0,1,3,6,8,0,3,14,19,23,0,38,69,82,105,0,0.0789473684210526,0.173913043478261,0.207317073170732,0.19047619047619,3,5,5,12,20,0,0,0,5,6,3,5,5,15,21,2004,2004,2004,2004,2004
853363,CANELONES,Urbana,Quintil 5,1216,0,460.13,0,0,0,0,3,0,0,0,0,19,0,0,0,0,7,0,0,0,0,1,0,0,0,0,3,0,0,0,0,6.33333333333333,0,0,0,0,0.55,0,0,0,0,0.55,0,0,0,0,0.55,0,0,0,0,1,0,0,0,0,3,9,33,75,99,109,0,0,0,0,0.0275229357798165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2319,2319,2319,2319,2319
853407,CANELONES,Urbana,Quintil 2,1252,1,570.85,0,0,0,5,5,0,0,0,37,37,0,0,0,10,10,0,0,0,1.4,0,0,0,0,5,0,0,0,0,7.4,0,0,0,0,0.512,0,0,0,0,0.536,0,0,0,0,0.5225,0,0,0,0,1,1,0,0,0,7,7,9,33,75,96,114,0,0,0,0.0520833333333333,0.043859649122807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3749,3749,3749,3749,3749
853416,RIVERA,Urbana,Quintil 2,2409,1,609.46,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,9,28,68,92,103,0,0,0.0147058823529412,0.0108695652173913,0.00970873786407767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018,1018,1018,1018,1018
881164,PAYSANDU,Rural,Quintil 3,2125,0,379.25,0,0,3,6,6,0,0,44,95,95,0,0,17,45,45,0,0,1.66666666666667,2.33333333333333,0,0,0,3,3,0,0,0,14.6666666666667,17,0,0,0,0.243333333333333,0.56,0,0,0,0.453333333333333,0.726666666666667,0,0,0,0.345833333333333,0.633333333333333,0,0,0,1,2,2,0,0,5,12,12,0,33,58,87,100,0,0,0.0517241379310345,0.0689655172413793,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,251,251,251,251
853436,TACUAREMBO,Urbana,Quintil 3,2932,1,595.23,0,0,0,0,18,0,0,0,0,112,0,0,0,0,77,0,0,0,0,1.11111111111111,0,0,0,0,6,0,0,0,0,6.22222222222222,0,0,0,0,0.77,0,0,0,0,0.785789473684211,0,0,0,0,0.777631578947369,0,0,0,0,3,0,0,0,0,20,9,33,75,99,109,0,0,0,0,0.165137614678899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,536,536,536,536
715307,ROCHA,Urbana,Quintil 4,2456,1,638.63,0,10,19,21,21,0,75,124,145,145,0,71,114,131,131,0,1.2,1,1,0,0,3.33333333333333,3,2,0,0,7.5,5.44444444444445,10.5,0,0,0.957272727272727,0.935555555555556,0.9,0,0,0.972727272727273,0.935555555555556,0.9,0,0,0.965151515151515,0.935714285714284,0.9,0,0,3,6,7,7,0,12,21,23,23,13,33,75,99,109,0,0.303030303030303,0.253333333333333,0.212121212121212,0.192660550458716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2928,2928,2928,2928,2928
923355,MONTEVIDEO,Urbana,Quintil 4,904,0,500,0,0,0,2,2,0,0,0,24,24,0,0,0,16,16,0,0,0,1.5,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0.565,0,0,0,0,0.88,0,0,0,0,0.71875,0,0,0,0,1,1,0,0,0,3,3,0,32,51,77,77,0,0,0,0.025974025974026,0.025974025974026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2112,2112,2112,2112,2112
881167,TREINTA Y TRES,Urbana,Quintil 4,3045,0,278.9,0,5,7,7,7,0,41,62,62,62,0,25,45,45,45,0,1.4,1.5,0,0,0,1.66666666666667,2,0,0,0,8.2,10.5,0,0,0,0.818,0.95,0,0,0,0.86,1,0,0,0,0.838888888888888,0.975,0,0,0,3,4,4,4,0,7,10,10,10,9,33,75,118,118,0,0.151515151515152,0.0933333333333333,0.0593220338983051,0.0593220338983051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1898,1898,1898,1898,1898
739144,COLONIA,Urbana,Quintil 4,1525,1,540.05,0,0,30,32,32,0,0,171,203,203,0,0,138,151,151,0,0,1.03333333333333,1,0,0,0,7.5,2,0,0,0,5.7,16,0,0,0,0.864193548387097,0.425,0,0,0,0.864193548387097,0.425,0,0,0,0.864170506912442,0.425,0,0,0,4,5,5,0,0,31,33,33,9,45,90,102,109,0,0,0.333333333333333,0.313725490196078,0.293577981651376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3758,3758,3758,3758,3758
853482,COLONIA,Urbana,Quintil 4,1525,0,497.4,0,5,7,13,13,0,38,49,182,182,0,33,36,97,97,0,1.4,1,1.66666666666667,0,0,2.5,2,3,0,0,7.6,5.5,22.1666666666667,0,0,0.766666666666667,0.6,0.456666666666667,0,0,0.933333333333333,0.6,0.481666666666667,0,0,0.85,0.6,0.470555555555555,0,0,2,3,5,5,0,7,9,19,19,9,45,90,102,109,0,0.111111111111111,0.0777777777777778,0.127450980392157,0.119266055045872,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,3758,3758,3758,3758,3758
923359,ARTIGAS,Urbana,Quintil 4,1061,1,659.17,6,20,20,20,20,16,132,132,132,132,16,119,119,119,119,1.16666666666667,1.42857142857143,0,0,0,6,4.66666666666667,0,0,0,2.66666666666667,8.28571428571429,0,0,0,1,0.926666666666667,0,0,0,1,0.986666666666667,0,0,0,1,0.957777777777777,0,0,0,1,4,4,4,4,7,27,27,27,27,9,33,75,99,109,0.666666666666667,0.606060606060606,0.266666666666667,0.202020202020202,0.18348623853211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1766,1766,1766,1766,1766
853488,MONTEVIDEO,Urbana,Quintil 2,948,0,520.88,2,2,2,2,6,22,22,22,22,54,15,15,15,15,20,2,0,0,0,1,2,0,0,0,2,11,0,0,0,8,0.8,0,0,0,0.1575,0.85,0,0,0,0.1575,0.825,0,0,0,0.15625,1,1,1,1,3,4,4,4,4,8,9,33,75,95,95,0.222222222222222,0.0606060606060606,0.0266666666666667,0.0210526315789474,0.0631578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1486,1486,1486,1486,1486
738658,SALTO,Urbana,Quintil 1,2517,0,414.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,60,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3543,3543,3543,3543,3543
784364,CANELONES,Urbana,Quintil 4,1202,1,550.13,7,15,18,18,26,62,118,140,140,200,45,85,105,105,123,1.85714285714286,1.125,1.33333333333333,0,1,3.5,4,3,0,4,8.85714285714286,7,7.33333333333333,0,7.5,0.814285714285714,0.79875,0.933333333333333,0,0.43125,0.914285714285714,0.8125,1,0,0.43125,0.86190476190476,0.805555555555555,0.966666666666667,0,0.431249999999999,2,4,5,5,7,13,22,26,26,34,9,38,83,107,117,0.777777777777778,0.394736842105263,0.216867469879518,0.168224299065421,0.222222222222222,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,3578,3578,3578,3578,3578
710508,SORIANO,Urbana,Quintil 5,2749,1,552.71,4,7,7,7,7,9,26,26,26,26,7,22,22,22,22,1,1,0,0,0,4,3,0,0,0,2.25,5.66666666666667,0,0,0,0.9,0.903333333333333,0,0,0,0.9,0.903333333333333,0,0,0,0.9,0.904761904761903,0,0,0,1,2,2,2,2,4,7,7,7,7,9,33,75,95,99,0.444444444444444,0.212121212121212,0.0933333333333333,0.0736842105263158,0.0707070707070707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,521,521,521,521
741002,MONTEVIDEO,Urbana,Quintil 5,740,0,526.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,75,99,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157,1157,1157,1157,1157
741424,MONTEVIDEO,Urbana,Quintil 5,740,1,536.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,75,99,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144,1144,1144,1144,1144
725758,FLORES,Urbana,Quintil 5,1786,0,522.52,0,26,48,57,61,0,163,306,377,421,0,154,239,278,313,0,1.23076923076923,1.18181818181818,1,1.25,0,8.66666666666667,4.4,4.5,2,0,6.26923076923077,6.5,7.88888888888889,11,0,0.96551724137931,0.70875,0.675555555555556,0.8475,0,0.979310344827586,0.70875,0.675555555555556,0.98,0,0.972413793103448,0.708531746031744,0.675,0.912499999999998,0,3,8,10,12,0,32,58,67,72,9,33,75,95,109,0,0.787878787878788,0.64,0.6,0.559633027522936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3249,3249,3249,3249,3249
725759,FLORES,Urbana,Quintil 5,1786,1,581.04,0,10,41,52,60,0,60,238,319,370,0,55,185,240,274,0,1.2,1.03225806451613,1,1,0,5,7.75,3.66666666666667,2.66666666666667,0,6,5.74193548387097,7.36363636363636,6.375,0,0.95,0.831935483870968,0.736363636363636,0.7575,0,0.96,0.831935483870968,0.736363636363636,0.7575,0,0.955,0.832027649769585,0.73560606060606,0.75625,0,2,6,9,12,0,12,44,55,63,9,33,75,95,109,0,0.303030303030303,0.546666666666667,0.547368421052632,0.55045871559633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2881,2881,2881,2881,2881
965371,ROCHA,Urbana,Quintil 4,2504,0,504.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,55,111,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2332,2332,2332,2332,2332
853579,ROCHA,Urbana,Quintil 5,2425,0,461.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,75,99,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3772,3772,3772,3772,3772
735339,TACUAREMBO,Urbana,Quintil 5,2985,1,596.41,0,6,6,6,6,0,58,58,58,58,0,41,41,41,41,0,1.66666666666667,0,0,0,0,2,0,0,0,0,9.66666666666667,0,0,0,0,0.7875,0,0,0,0,0.8125,0,0,0,0,0.795833333333333,0,0,0,0,3,3,3,3,0,10,10,10,10,9,33,75,95,95,0,0.181818181818182,0.08,0.0631578947368421,0.0631578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,267,267,267,267
887974,SALTO,Urbana,Quintil 1,2587,0,479.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,75,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1706,1706,1706,1706,1706
853597,TACUAREMBO,Urbana,Quintil 3,2932,0,508.49,3,3,7,7,7,31,31,44,44,44,21,21,31,31,31,1.33333333333333,0,1,0,0,3,0,4,0,0,10.3333333333333,0,3.25,0,0,0.7,0,0.925,0,0,0.833333333333333,0,0.925,0,0,0.766666666666667,0,0.925,0,0,1,1,2,2,2,4,4,8,8,8,9,33,75,99,109,0.333333333333333,0.0909090909090909,0.0933333333333333,0.0707070707070707,0.0642201834862385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,536,536,536,536
727206,CANELONES,Urbana,Quintil 4,1201,0,483.32,0,0,42,52,52,0,0,370,451,451,0,0,339,404,404,0,0,1.38095238095238,1.3,0,0,0,21,5,0,0,0,8.80952380952381,8.1,0,0,0,0.935813953488372,0.858,0,0,0,0.990697674418605,0.897,0,0,0,0.962763012181617,0.8775,0,0,0,2,4,4,0,0,58,71,71,9,33,75,113,113,0,0,0.56,0.460176991150443,0.460176991150443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2952,2952,2952,2952,2952
853634,SORIANO,Urbana,Quintil 5,2742,0,526.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,75,99,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1299,1299,1299,1299,1299
772302,CANELONES,Urbana,Quintil 2,1252,0,433.85,3,9,9,9,12,13,76,76,76,97,7,33,33,33,44,1,1.5,0,0,1.33333333333333,1.5,3,0,0,3,4.33333333333333,10.5,0,0,7,0.666666666666667,0.65,0,0,0.633333333333333,0.666666666666667,0.7,0,0,0.7,0.666666666666667,0.670833333333333,0,0,0.666666666666667,2,4,4,4,5,3,12,12,12,16,9,33,75,99,109,0.333333333333333,0.272727272727273,0.12,0.0909090909090909,0.110091743119266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3525,3525,3525,3525,3525
731491,CANELONES,Urbana,Quintil 3,1263,0,426.96,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,9,19,46,81,81,0,0.0526315789473684,0.0217391304347826,0.0123456790123457,0.0123456790123457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030,1030,1030,1030,1030
853666,ARTIGAS,Urbana,Quintil 1,1041,0,472.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,68,92,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2620,2620,2620,2620,2620
853667,CERRO LARGO,Urbana,Quintil 5,1390,0,357.07,0,0,2,2,2,0,0,13,13,13,0,0,3,3,3,0,0,1.5,0,0,0,0,2,0,0,0,0,6.5,0,0,0,0,0.5,0,0,0,0,0.665,0,0,0,0,0.58333333333333,0,0,0,0,1,1,1,0,0,3,3,3,0,33,56,80,88,0,0,0.0357142857142857,0.025,0.0227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1951,1951,1951,1951,1951
923368,COLONIA,Urbana,Quintil 4,1557,1,584.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,75,100,110,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,1,1,1,1,1989,1989,1989,1989,1989
853691,CERRO LARGO,Urbana,Quintil 5,1390,0,348.16,0,0,0,5,5,0,0,0,87,87,0,0,0,49,49,0,0,0,2.4,0,0,0,0,5,0,0,0,0,17.4,0,0,0,0,0.668,0,0,0,0,0.96,0,0,0,0,0.814285714285714,0,0,0,0,1,1,0,0,0,12,12,0,33,56,80,88,0,0,0,0.0625,0.0568181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1951,1951,1951,1951,1951
923369,MONTEVIDEO,Urbana,Quintil 5,738,0,468.39,0,0,0,0,4,0,0,0,0,31,0,0,0,0,22,0,0,0,0,3.5,0,0,0,0,4,0,0,0,0,7.75,0,0,0,0,0.425,0,0,0,0,0.675,0,0,0,0,0.657142857142855,0,0,0,0,1,0,0,0,0,14,9,33,71,88,98,0,0,0,0,0.0408163265306122,0,0,0,0,10,0,0,0,0,2,0,0,0,0,7,1480,1480,1480,1480,1480
710509,SORIANO,Urbana,Quintil 5,2749,1,584.96,0,6,11,14,14,0,27,50,67,67,0,22,39,48,48,0,1,1,1,0,0,3,2.5,3,0,0,4.5,4.6,5.66666666666667,0,0,0.881666666666667,0.88,0.666666666666667,0,0,0.881666666666667,0.88,0.666666666666667,0,0,0.88148148148148,0.88,0.666666666666667,0,0,2,4,5,5,0,6,11,14,14,9,33,75,95,99,0,0.181818181818182,0.146666666666667,0.147368421052632,0.141414141414141,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,521,521,521,521,521
853724,CANELONES,Urbana,Quintil 2,1226,1,614,0,0,0,1,4,0,0,0,20,32,0,0,0,11,23,0,0,0,2,1,0,0,0,1,3,0,0,0,20,4,0,0,0,0.4,1,0,0,0,1,1,0,0,0,0.55,1,0,0,0,1,2,0,0,0,2,5,0,30,50,85,85,0,0,0,0.0117647058823529,0.0470588235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970,970,970,970,970
853733,COLONIA,Urbana,Quintil 5,1521,1,620.99,0,0,3,3,4,0,0,23,23,53,0,0,22,22,40,0,0,1,0,3,0,0,3,0,1,0,0,7.66666666666667,0,30,0,0,0.973333333333333,0,0.6,0,0,0.973333333333333,0,0.6,0,0,0.97222222222222,0,0.6,0,0,1,1,2,0,0,3,3,6,9,33,68,109,119,0,0,0.0441176470588235,0.0275229357798165,0.0336134453781513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1789,1789,1789,1789,1789
853792,CANELONES,Urbana,Quintil 5,1232,0,494.32,0,21,33,33,33,0,206,297,297,297,0,170,251,251,251,0,1.57142857142857,1.16666666666667,0,0,0,5.25,4,0,0,0,9.80952380952381,7.58333333333333,0,0,0,0.844761904761905,0.914166666666667,0,0,0,0.907142857142857,0.9475,0,0,0,0.871481481481481,0.930489417989417,0,0,0,4,7,7,7,0,33,47,47,47,9,33,75,87,95,0,0.636363636363636,0.44,0.379310344827586,0.347368421052632,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,996,996,996,996,996
853793,MONTEVIDEO,Urbana,Quintil 2,838,0,471.85,0,0,0,0,2,0,0,0,0,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,4.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,2,9,33,75,95,95,0,0,0,0,0.0210526315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1715,1715,1715,1715,1715
881187,TACUAREMBO,Urbana,Quintil 3,2858,1,559.79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,9,33,58,68,87,0.111111111111111,0.0303030303030303,0.0172413793103448,0.0147058823529412,0.0114942528735632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1671,1671,1671,1671,1671
853804,RIO NEGRO,Urbana,Quintil 3,2220,1,559.38,0,10,16,24,24,0,99,164,246,246,0,81,123,173,173,0,1.5,1.5,1.125,0,0,5,6,4,0,0,9.9,10.8333333333333,10.25,0,0,0.879,0.741666666666667,0.66625,0,0,0.95,0.798333333333333,0.7175,0,0,0.91611111111111,0.765476190476188,0.690625,0,0,2,3,5,5,0,15,24,33,33,9,33,75,88,115,0,0.303030303030303,0.213333333333333,0.272727272727273,0.208695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111,1111,1111,1111,1111
716431,SAN JOSE,Urbana,Quintil 3,2672,0,495.26,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,1,0,0,0,0,3,0,0,0,0,1.33333333333333,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,3,3,3,3,3,9,33,75,99,109,0.333333333333333,0.0909090909090909,0.04,0.0303030303030303,0.0275229357798165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1536,1536,1536,1536,1536
729037,ARTIGAS,Urbana,Quintil 4,1074,1,698.02,7,13,16,16,16,28,83,95,95,95,24,71,83,83,83,1.42857142857143,1.5,1,0,0,3.5,6,3,0,0,4,9.16666666666667,4,0,0,0.8,0.855,1,0,0,1,1,1,0,0,0.9,0.927777777777777,1,0,0,2,3,4,4,4,10,19,22,22,22,9,33,75,99,116,0.777777777777778,0.393939393939394,0.213333333333333,0.161616161616162,0.137931034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3030,3030,3030,3030,3030
853828,MONTEVIDEO,Urbana,Quintil 4,786,0,389.76,6,6,6,6,6,98,98,98,98,98,84,84,84,84,84,2.5,0,0,0,0,3,0,0,0,0,16.3333333333333,0,0,0,0,0.816666666666667,0,0,0,0,1,0,0,0,0,0.909166666666667,0,0,0,0,2,2,2,2,2,15,15,15,15,15,9,33,75,99,109,0.666666666666667,0.181818181818182,0.08,0.0606060606060606,0.055045871559633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121,2121,2121,2121,2121
784379,RIVERA,Urbana,Quintil 5,2282,0,493.21,9,11,11,11,11,56,67,67,67,67,50,58,58,58,58,1.22222222222222,1,0,0,0,4.5,2,0,0,0,6.22222222222222,5.5,0,0,0,0.944444444444444,0.85,0,0,0,0.988888888888889,0.85,0,0,0,0.966666666666667,0.85,0,0,0,2,3,3,3,3,11,13,13,13,13,9,33,75,99,109,1,0.333333333333333,0.146666666666667,0.111111111111111,0.100917431192661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1491,1491,1491,1491,1491
726758,COLONIA,Urbana,Quintil 3,1526,1,559.24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,9,33,75,95,99,0.111111111111111,0.0303030303030303,0.0133333333333333,0.0105263157894737,0.0101010101010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,932,932,932,932
853834,ROCHA,Urbana,Quintil 5,2445,1,548.28,3,5,5,5,5,21,32,32,32,32,21,32,32,32,32,1,1.5,0,0,0,3,2,0,0,0,7,5.5,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,2,2,2,2,3,6,6,6,6,9,33,75,96,96,0.333333333333333,0.151515151515152,0.0666666666666667,0.0520833333333333,0.0520833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,998,998,998,998
